ManufacturingDif,ServicesDif,CCDif,BPDif,TotalDif,Open,High,Low,Close,HighPercentDif,LowPercentDif,ClosePercentDif,Lag1HighPercentDif,Lag1LowPercentDif,Lag1ClosePercentDif,Lag2HighPercentDif,Lag2LowPercentDif,Lag2ClosePercentDif,Position,WeekVal
-5,-3,-3,-4,-15,1.074,1.0827,1.0719,1.0799,0.0039873887,0.0113218228,0.0056807599,0.0073889351,-0.006250583,0.0061844078,0.0039873887,0.0113218228,0.004612633,Buy,2017W12
-5,-3,-3,-4,-15,1.0673,1.0784,1.0599,1.0738,0.0076621192,0.0069352081,0.0061844078,0.0039873887,0.0113218228,0.004612633,0.0076621192,0.0069352081,0.0056802045,Buy,2017W11
-5,-3,-3,-4,-15,1.0617,1.0702,1.0526,1.0672,0.0064892316,0.0029537875,0.004612633,0.0076621192,0.0069352081,0.0056802045,0.0064892316,0.0029537875,-0.004804975,Buy,2017W10
-5,-3,-3,-4,-15,1.0563,1.0633,1.0495,1.0623,-0.000282061,0,0.0056802045,0.0064892316,0.0029537875,-0.004804975,-0.000282061,0,-0.002537356,Hold,2017W09
-5,-2,-1,-4,-12,1.0617,1.0636,1.0495,1.0563,-0.004399513,-0.002660838,-0.004804975,-0.000282061,0,-0.002537356,-0.004399513,-0.002660838,-0.013260386,Sell,2017W08
-5,-2,-1,-4,-12,1.0635,1.0683,1.0523,1.0614,-0.011108026,-0.008106325,-0.002537356,-0.004399513,-0.002660838,-0.013260386,-0.011108026,-0.008106325,0.0079446677,Sell,2017W07
-5,-2,-1,-4,-12,1.0783,1.0803,1.0609,1.0641,-0.002585172,-0.001035782,-0.013260386,-0.011108026,-0.008106325,0.0079446677,-0.002585172,-0.001035782,-0.000373727,Sell,2017W06
-5,-2,-1,-4,-12,1.0692,1.0831,1.062,1.0784,0.0048241952,-0.003752345,0.0079446677,-0.002585172,-0.001035782,-0.000373727,0.0048241952,-0.003752345,0.0055430289,Hold,2017W05
-3,-2,-1,-4,-10,1.0688,1.0779,1.066,1.0699,0.0053161724,0.007466213,-0.000373727,0.0048241952,-0.003752345,0.0055430289,0.0053161724,0.007466213,0.0105383082,Hold,2017W04
-3,-2,-1,-4,-10,1.0619,1.0722,1.0581,1.0703,0.003275007,0.0120516499,0.0055430289,0.0053161724,0.007466213,0.0105383082,0.003275007,0.0120516499,0.0016165843,Buy,2017W03
-3,-2,-1,-4,-10,1.054,1.0687,1.0455,1.0644,0.0059299699,0.0109263199,0.0105383082,0.003275007,0.0120516499,0.0016165843,0.0059299699,0.0109263199,0.0057383321,Buy,2017W02
-3,-2,-1,-4,-10,1.0532,1.0624,1.0342,1.0533,-0.002815844,-0.002892403,0.0016165843,0.0059299699,0.0109263199,0.0057383321,-0.002815844,-0.002892403,0.0004784231,Hold,2017W01
